1:69511:69511	NM_001005484
1:228328046:228328046	NM_001242840
1:228399766:228399766	NM_001098623
1:228402047:228402047	NM_001098623
1:228402121:228402121	NM_001098623
1:228402508:228402508	NM_001098623
1:228407260:228407260	NM_001271223
1:228412227:228412227	NM_001098623
1:228412228:228412228	NM_001098623
1:228412308:228412308	NM_001098623
1:228431095:228431095	NM_001098623
1:228433217:228433217	NM_001098623
1:228434395:228434395	NM_001098623
1:228444565:228444565	NM_001098623
1:228452016:228452016	NM_001098623
1:228461129:228461129	NM_001271223
1:228464248:228464248	NM_001098623
1:228464276:228464276	NM_001098623
1:228464303:228464303	NM_001098623
1:228465346:228465346	NM_001271223
1:228471379:228471379	NM_001098623
1:228480282:228480282	NM_001098623
1:228482010:228482010	NM_001098623
1:228492044:228492044	NM_001271223
1:228494790:228494790	NM_001098623
1:228503677:228503677	NM_001098623
1:228504472:228504472	NM_001098623
1:228504670:228504670	NM_001098623
1:228505668:228505668	NM_001098623
1:228505699:228505699	NM_001098623
1:228509427:228509427	NM_001098623
1:228520973:228520973	NM_001098623
1:228524961:228524961	NM_001098623
1:228526665:228526665	NM_001098623
1:228559967:228559967	NM_001098623
1:228559994:228559994	NM_001098623
1:228560139:228560139	NM_001098623
1:228560700:228560700	NM_001098623
1:228562350:228562350	NM_001098623
1:228612838:228612838	NM_003493
1:229461024:229461024	NM_145257
1:229667404:229667404	NM_012089
1:229730452:229730452	NM_014409
1:229772693:229772693	NM_014777
1:229787030:229787030	NM_014777
1:229790048:229790048	NM_014777
1:230841687:230841687	NM_000029
1:230898494:230898494	NM_006615
1:230903350:230903350	NM_006615
1:231042732:231042732	NM_024525
1:231057247:231057247	NM_024525
1:231488524:231488524	NM_032018
1:231954101:231954101	NM_001164537
1:231954101:231954101	NM_001164540
1:231954101:231954101	NM_018662
1:232534957:232534957	NM_020808
1:232561396:232561396	NM_020808
1:232564297:232564297	NM_020808
1:232574921:232574921	NM_020808
1:232581436:232581436	NM_020808
1:232650750:232650750	NM_020808
1:232650867:232650867	NM_020808
1:232941153:232941153	NM_019090
1:233134086:233134086	NM_014801
1:233225848:233225848	NM_014801
1:234041317:234041317	NM_173508
1:234041422:234041422	NM_173508
1:234529552:234529552	NM_005646
1:234529570:234529570	NM_005646
1:234546245:234546245	NM_005646
1:234582651:234582651	NM_005646
1:234584231:234584231	NM_005646
1:234744250:234744250	NM_182972
1:234744413:234744413	NM_182972
1:234745009:234745009	NM_182972
1:235383188:235383188	NM_016374
1:235652513:235652513	NM_152490
1:235940450:235940450	NM_000081
1:235945294:235945294	NM_000081
1:235972435:235972435	NM_000081
1:236141174:236141174	NM_002508
1:236144951:236144951	NM_002508
1:236154186:236154186	NM_002508
1:236175339:236175339	NM_002508
1:236208773:236208773	NM_002508
1:236381825:236381825	NM_019891
1:236413230:236413230	NM_019891
1:236557771:236557771	NM_145861
1:236702209:236702209	NM_201543
1:236702210:236702210	NM_201543
1:236882303:236882303	NM_001103
1:236883421:236883421	NM_001103
1:237617757:237617757	NM_001035
1:237711797:237711797	NM_001035
1:237801770:237801770	NM_001035
1:237814783:237814783	NM_001035
1:237863718:237863718	NM_001035
1:237881770:237881770	NM_001035
1:237890437:237890437	NM_001035
1:240256822:240256822	NM_020066
1:240370629:240370629	NM_020066
1:240371223:240371223	NM_020066
1:240371554:240371554	NM_020066
1:240492734:240492734	NM_020066
1:242023898:242023898	NM_003686
1:242023898:242023898	NM_006027
1:242030151:242030151	NM_003686
1:242030151:242030151	NM_006027
1:242035438:242035438	NM_003686
1:242035438:242035438	NM_006027
1:242042545:242042545	NM_003686
1:242042545:242042545	NM_006027
1:242045275:242045275	NM_003686
1:242045275:242045275	NM_006027
1:242048674:242048674	NM_003686
1:242048674:242048674	NM_006027
1:243327785:243327785	NM_014812
1:243328887:243328887	NM_014812
1:243329049:243329049	NM_014812
1:243329075:243329075	NM_014812
1:243354791:243354791	NM_014812
1:244724092:244724092	NM_001130957
1:244735858:244735858	NM_001130957
1:245851304:245851304	NM_018012
1:245861571:245861571	NM_018012
1:246714587:246714587	NM_022366
1:246720798:246720798	NM_022366
1:247006051:247006051	NM_015446
1:247048834:247048834	NM_015446
1:247151487:247151487	NM_020394
1:247162658:247162658	NM_020394
1:247201591:247201591	NM_001204220
1:247201591:247201591	NM_033213
1:247587477:247587477	NM_001127462
1:247587477:247587477	NM_001243133
1:247587477:247587477	NM_004895
1:247614693:247614693	NM_001004492
1:247614896:247614896	NM_001004492
1:247695612:247695612	NM_198074
1:247751731:247751731	NM_001001915
1:247752019:247752019	NM_001001915
1:247752161:247752161	NM_001001915
1:247752367:247752367	NM_001001915
1:247769592:247769592	NM_001001914
1:247835674:247835674	NM_001005487
1:247835908:247835908	NM_001005487
1:247835950:247835950	NM_001005487
1:247836008:247836008	NM_001005487
1:247836207:247836207	NM_001005487
1:247921352:247921352	NM_012353
1:247978319:247978319	NM_001001966
1:247978996:247978996	NM_001001966
1:248004296:248004296	NM_001001959
1:248004687:248004687	NM_001001959
1:248004848:248004848	NM_001001959
1:248004877:248004877	NM_001001959
1:248004884:248004884	NM_001001959
1:248020556:248020556	NM_015431
1:248028219:248028219	NM_015431
1:248039294:248039294	NM_015431
1:248039451:248039451	NM_015431
1:248059423:248059423	NM_001001957
1:248059456:248059456	NM_001001957
1:248059476:248059476	NM_001001957
1:248059703:248059703	NM_001001957
1:248059712:248059712	NM_001001957
1:248084747:248084747	NM_001005522
1:248084749:248084749	NM_001005522
1:248084825:248084825	NM_001005522
1:248084909:248084909	NM_001005522
1:248084980:248084980	NM_001005522
1:248112627:248112627	NM_001001963
1:248112745:248112745	NM_001001963
1:248112763:248112763	NM_001001963
1:248112809:248112809	NM_001001963
1:248112836:248112836	NM_001001963
1:248113026:248113026	NM_001001963
1:248113040:248113040	NM_001001963
1:248129240:248129240	NM_001004491
1:248202289:248202289	NM_001004686
1:248343543:248343543	NM_001004688
1:248366702:248366702	NM_001004689
1:248402758:248402758	NM_017504
1:248436456:248436456	NM_001004695
1:248436527:248436527	NM_001004695
1:248436805:248436805	NM_001004695
1:248436809:248436809	NM_001004695
1:248436811:248436811	NM_001004695
1:248457979:248457979	NM_001004692
1:248458571:248458571	NM_001004692
1:248458604:248458604	NM_001004692
1:248458676:248458676	NM_001004692
1:248458689:248458689	NM_001004692
1:248458717:248458717	NM_001004692
1:248487300:248487300	NM_001004691
1:248487338:248487338	NM_001004691
1:248487638:248487638	NM_001004691
1:248487768:248487768	NM_001004691
1:248512094:248512094	NM_001001918
1:248512498:248512498	NM_001001918
1:248512637:248512637	NM_001001918
1:248512749:248512749	NM_001001918
1:248512767:248512767	NM_001001918
1:248525100:248525100	NM_001004696
1:248550976:248550976	NM_001005471
1:248569369:248569369	NM_030904
1:248637046:248637046	NM_001005495
1:248637115:248637115	NM_001005495
1:248637362:248637362	NM_001005495
1:248637543:248637543	NM_001005495
1:248651927:248651927	NM_001004697
1:248651959:248651959	NM_001004697
1:248652011:248652011	NM_001004697
1:248652058:248652058	NM_001004697
1:248722611:248722611	NM_001004694
1:248722621:248722621	NM_001004694
1:248722624:248722624	NM_001004694
1:248722659:248722659	NM_001004694
1:248722671:248722671	NM_001004694
1:248722722:248722722	NM_001004694
1:248722723:248722723	NM_001004694
1:248722777:248722777	NM_001004694
1:248737167:248737167	NM_001001821
1:248737259:248737259	NM_001001821
1:248737595:248737595	NM_001001821
1:248737645:248737645	NM_001001821
1:248737664:248737664	NM_001001821
1:248789504:248789504	NM_001001964
1:248790075:248790075	NM_001001964
1:248801897:248801897	NM_001001827
1:248802249:248802249	NM_001001827
1:248802469:248802469	NM_001001827
1:248813547:248813547	NM_001001824
1:248813785:248813785	NM_001001824
1:248814126:248814126	NM_001001824
1:248844959:248844959	NM_001004734
1:248845356:248845356	NM_001004734
1:248845411:248845411	NM_001004734
1:248845458:248845458	NM_001004734
1:248845471:248845471	NM_001004734
1:248845499:248845499	NM_001004734
2:46027:46027	NM_001077710
2:277250:277250	NM_004300
2:1079320:1079320	NM_018968
2:1168781:1168781	NM_018968
2:1271230:1271230	NM_018968
2:1320143:1320143	NM_018968
2:1664654:1664654	NM_012293
2:1926437:1926437	NM_015025
2:3392295:3392295	NM_016030
2:3469463:3469463	NM_016030
2:3483205:3483205	NM_016030
2:3504687:3504687	NM_018269
2:3597974:3597974	NM_002936
2:6990020:6990020	NM_207315
2:7005369:7005369	NM_001256478
2:7137067:7137067	NM_014746
2:9491017:9491017	NM_003887
2:9528536:9528536	NM_003887
2:9634856:9634856	NM_003183
2:10045014:10045014	NM_005680
2:10045024:10045024	NM_005680
2:10050947:10050947	NM_005680
2:10050960:10050960	NM_005680
2:10059770:10059770	NM_005680
2:10188649:10188649	NM_003597
2:10262920:10262920	NM_001165931
2:10912719:10912719	NM_001039362
2:11053740:11053740	NM_002236
2:11351865:11351865	NM_004850
2:11359120:11359120	NM_004850
2:11389907:11389907	NM_004850
2:11426734:11426734	NM_004850
2:11810095:11810095	NM_012344
2:11943082:11943082	NM_001261428
2:15601441:15601441	NM_015909
2:15607842:15607842	NM_015909
2:15614404:15614404	NM_015909
2:15615910:15615910	NM_015909
2:15674686:15674686	NM_015909
2:15747393:15747393	NM_004939
2:17696573:17696573	NM_001099218
2:17697119:17697119	NM_001099218
2:17942775:17942775	NM_182625
2:17954027:17954027	NM_182625
2:17962450:17962450	NM_182625
2:17998095:17998095	NM_001105569
2:17998331:17998331	NM_001105569
2:18112473:18112473	NM_002252
2:18113623:18113623	NM_002252
2:18736613:18736613	NM_020905
2:20131079:20131079	NM_020779
2:20818764:20818764	NM_022460
2:20823724:20823724	NM_022460
2:20824498:20824498	NM_022460
2:20838222:20838222	NM_022460
2:21225281:21225281	NM_000384
2:21225500:21225500	NM_000384
2:21232195:21232195	NM_000384
2:21232803:21232803	NM_000384
2:21232804:21232804	NM_000384
2:21235475:21235475	NM_000384
2:21245813:21245813	NM_000384
2:21250914:21250914	NM_000384
2:24342505:24342505	NM_199346
2:24344060:24344060	NM_199346
2:24413298:24413298	NM_001040710
2:24431184:24431184	NM_006277
2:24432839:24432839	NM_006277
2:24524958:24524958	NM_006277
2:24905927:24905927	NM_003743
2:24905927:24905927	NM_147233
2:24974945:24974945	NM_003743
2:24974945:24974945	NM_147233
2:25044417:25044417	NM_004036
2:25046090:25046090	NM_004036
2:25050977:25050977	NM_004036
2:25359422:25359422	NM_014971
2:25377176:25377176	NM_014971
2:25469502:25469502	NM_175629
2:26203678:26203678	NM_002254
2:26204640:26204640	NM_002254
2:26408064:26408064	NM_001168241
2:26455127:26455127	NM_000182
2:26477125:26477125	NM_000183
2:26477125:26477125	NM_001281512
2:26502875:26502875	NM_000183
2:26502875:26502875	NM_001281512
2:26533898:26533898	NM_153835
2:26536299:26536299	NM_153835
2:26667130:26667130	NM_145038
2:26667615:26667615	NM_145038
2:26700700:26700700	NM_194322
2:26798893:26798893	NM_001105519
2:26799031:26799031	NM_001105519
2:26804247:26804247	NM_001029881
2:27169842:27169842	NM_001253724
2:27169842:27169842	NM_020134
2:27303755:27303755	NM_007046
2:27315252:27315252	NM_006488
2:27323385:27323385	NM_001166241
2:27351948:27351948	NM_032604
2:27424636:27424636	NM_021095
2:27428295:27428295	NM_021095
2:27435165:27435165	NM_080592
2:27435250:27435250	NM_080592
2:27440785:27440785	NM_004341
2:27456374:27456374	NM_004341
2:27460968:27460968	NM_004341
2:27550967:27550967	NM_001035521
2:27550967:27550967	NM_001521
2:27676287:27676287	NM_015662
2:27730940:27730940	NM_001486
2:27861811:27861811	NM_001145047
2:27887034:27887034	NM_018158
2:28761981:28761981	NM_153021
2:28824793:28824793	NM_153021
2:28824803:28824803	NM_153021
2:28854958:28854958	NM_153021
2:28865760:28865760	NM_153021
2:29092679:29092679	NM_017910
2:29129418:29129418	NM_015131
2:29135468:29135468	NM_015131
2:29152456:29152456	NM_015131
2:29225502:29225502	NM_199280
2:29225504:29225504	NM_199280
2:29226498:29226498	NM_199280
2:29226512:29226512	NM_199280
2:29240783:29240783	NM_199280
2:29246044:29246044	NM_199280
2:29256374:29256374	NM_199280
2:29259543:29259543	NM_199280
2:29274720:29274720	NM_199280
2:29274730:29274730	NM_199280
2:29416481:29416481	NM_004304
2:29416572:29416572	NM_004304
2:29455199:29455199	NM_004304
2:29455267:29455267	NM_004304
2:29497967:29497967	NM_004304
2:29543663:29543663	NM_004304
2:29940529:29940529	NM_004304
2:30143499:30143499	NM_004304
2:30957326:30957326	NM_144575
2:30976058:30976058	NM_144575
2:30980940:30980940	NM_144575
2:31399988:31399988	NM_001145122
2:31410653:31410653	NM_001145122
2:31411184:31411184	NM_001145122
2:31414807:31414807	NM_001145122
2:31420143:31420143	NM_001145122
2:31562412:31562412	NM_000379
2:31571786:31571786	NM_000379
2:31589847:31589847	NM_000379
2:32475109:32475109	NM_001199139
2:32475109:32475109	NM_021209
2:32476390:32476390	NM_001199139
2:32476390:32476390	NM_021209
2:32666411:32666411	NM_016252
2:32667182:32667182	NM_016252
2:32713706:32713706	NM_016252
2:32743973:32743973	NM_016252
2:32832683:32832683	NM_016252
2:32855615:32855615	NM_017735
2:32983480:32983480	NM_001193509
2:32983480:32983480	NM_017735
2:33488419:33488419	NM_206943
2:33540248:33540248	NM_206943
2:33585796:33585796	NM_206943
2:36704144:36704144	NM_016441
2:36810586:36810586	NM_001042548
2:36825137:36825137	NM_001042548
2:37041480:37041480	NM_001177971
2:37306343:37306343	NM_019024
2:37455232:37455232	NM_005760
2:37456032:37456032	NM_005760
2:37494591:37494591	NM_005813
2:38178406:38178406	NM_144713
2:38298203:38298203	NM_000104
2:38302177:38302177	NM_000104
2:38302390:38302390	NM_000104
2:38536626:38536626	NM_001135673
2:38536626:38536626	NM_022374
2:38604351:38604351	NM_001135673
2:38604351:38604351	NM_022374
2:39025555:39025555	NM_198963
2:39050141:39050141	NM_198963
2:39109558:39109558	NM_001145450
2:39187190:39187190	NM_001145451
2:39187519:39187519	NM_001145451
2:39507417:39507417	NM_003618
2:39583446:39583446	NM_003618
2:42275819:42275819	NM_138370
2:42510018:42510018	NM_019063
2:42515388:42515388	NM_019063
2:42990101:42990101	NM_148962
2:42990336:42990336	NM_148962
2:43015704:43015704	NM_012205
2:43015719:43015719	NM_012205
2:43451634:43451634	NM_006887
2:43452183:43452183	NM_006887
2:43519977:43519977	NM_001083953
2:44004010:44004010	NM_001193464
2:44004010:44004010	NM_016008
2:44021826:44021826	NM_015522
2:44040401:44040401	NM_022436
2:44071743:44071743	NM_022437
2:44099433:44099433	NM_022437
2:44201376:44201376	NM_133259
2:44209477:44209477	NM_133259
2:44502788:44502788	NM_000341
2:44547574:44547574	NM_000341
2:45171842:45171842	NM_005413
2:46378209:46378209	NM_005400
2:46839477:46839477	NM_002643
2:46986416:46986416	NM_014011
2:46986716:46986716	NM_014011
2:47132627:47132627	NM_001171511
2:48010488:48010488	NM_000179
2:48030692:48030692	NM_001281494
2:48602252:48602252	NM_002158
2:48807796:48807796	NM_001198593
2:48807976:48807976	NM_001198593
2:48808152:48808152	NM_001198593
2:48808594:48808594	NM_001198593
2:48808882:48808882	NM_001198593
2:48808898:48808898	NM_001198593
2:48809593:48809593	NM_001198593
2:48873978:48873978	NM_001198593
2:48873978:48873978	NM_006872
2:48898798:48898798	NM_001198593
2:48898798:48898798	NM_006872
2:48915871:48915871	NM_000233
2:48921375:48921375	NM_000233
2:54035508:54035508	NM_015701
2:54127041:54127041	NM_014614
2:54197829:54197829	NM_014614
2:54482989:54482989	NM_001003937
2:54562012:54562012	NM_001100396
2:54587596:54587596	NM_001100396
2:54858664:54858664	NM_003128
2:55040426:55040426	NM_001039753
2:55186394:55186394	NM_001039753
2:55404794:55404794	NM_152385
2:55407754:55407754	NM_152385
2:55470115:55470115	NM_002453
2:55481322:55481322	NM_002453
2:55490819:55490819	NM_002453
2:55805440:55805440	NM_001122964
2:56411817:56411817	NM_001080433
2:58316814:58316814	NM_001130480
2:58316814:58316814	NM_001130481
2:58316814:58316814	NM_006296
2:61175312:61175312	NM_144709
2:61304271:61304271	NM_032506
2:61483548:61483548	NM_014709
2:61522123:61522123	NM_014709
2:61575308:61575308	NM_014709
2:61577435:61577435	NM_014709
2:61647901:61647901	NM_014709
2:62065759:62065759	NM_001201543
2:62069358:62069358	NM_001201543
2:62081012:62081012	NM_001201543
2:62729674:62729674	NM_198276
2:62733189:62733189	NM_198276
2:62733253:62733253	NM_198276
2:64327544:64327544	NM_020651
2:64327592:64327592	NM_020651
2:67631831:67631831	NM_019002
2:67632125:67632125	NM_019002
2:68364478:68364478	NM_138458
2:68385097:68385097	NM_020143
2:68511584:68511584	NM_001111101
2:68546374:68546374	NM_001111101
2:68546449:68546449	NM_001111101
2:68607947:68607947	NM_002664
2:68613710:68613710	NM_002664
2:68622914:68622914	NM_002664
2:69049941:69049941	NM_001007231
2:69659126:69659126	NM_001002755
2:70033584:70033584	NM_001153
2:70162534:70162534	NM_001202513
2:70162534:70162534	NM_001202514
2:70162534:70162534	NM_002357
2:70677994:70677994	NM_001099691
2:70677994:70677994	NM_003236
2:71012604:71012604	NM_001004311
2:71012734:71012734	NM_001004311
2:71058184:71058184	NM_015717
2:71058835:71058835	NM_015717
2:71060936:71060936	NM_015717
2:71062648:71062648	NM_015717
2:71190384:71190384	NM_001692
2:71206267:71206267	NM_001115116
2:71211989:71211989	NM_001115116
2:71212130:71212130	NM_001115116
2:71304738:71304738	NM_017567
2:71305456:71305456	NM_017567
2:71351487:71351487	NM_032601
2:71417065:71417065	NM_020459
2:71417134:71417134	NM_020459
2:71633275:71633275	NM_001014972
2:71633275:71633275	NM_001252613
2:71633275:71633275	NM_014497
2:71633389:71633389	NM_001014972
2:71633389:71633389	NM_001252613
2:71633389:71633389	NM_014497
2:71780215:71780215	NM_001130976
2:71780215:71780215	NM_003494
2:71780248:71780248	NM_001130976
2:71780248:71780248	NM_003494
2:71795152:71795152	NM_001130976
2:71795152:71795152	NM_003494
2:71838597:71838597	NM_001130976
2:71838597:71838597	NM_003494
2:72707874:72707874	NM_015189
2:72958333:72958333	NM_015189
2:73339708:73339708	NM_015470
2:73478461:73478461	NM_006429
2:73490412:73490412	NM_001080410
2:73675227:73675227	NM_015120
2:73675669:73675669	NM_015120
2:73675844:73675844	NM_015120
2:73676745:73676745	NM_015120
2:73716810:73716810	NM_015120
2:73828538:73828538	NM_015120
2:73957124:73957124	NM_016058
2:74007136:74007136	NM_003584
2:74135898:74135898	NM_001615
2:74725144:74725144	NM_001009812
2:74733941:74733941	NM_032673
2:74783981:74783981	NM_001381
2:74900588:74900588	NM_001271662
2:74900588:74900588	NM_004263
2:75185856:75185856	NM_019896
2:75425728:75425728	NM_001058
2:75882399:75882399	NM_014763
2:75907351:75907351	NM_001201334
2:75907351:75907351	NM_003203
2:75915035:75915035	NM_001201334
2:75915035:75915035	NM_003203
2:75923413:75923413	NM_001201334
2:75923413:75923413	NM_003203
2:79254261:79254261	NM_001008387
2:85622059:85622059	NM_001256140
2:85622059:85622059	NM_001747
2:85625222:85625222	NM_001256140
2:85625222:85625222	NM_001747
2:85780131:85780131	NM_000821
2:85781318:85781318	NM_000821
2:85808737:85808737	NM_003761
2:85818886:85818886	NM_006634
2:85824039:85824039	NM_016494
2:85826721:85826721	NM_001031738
2:85924729:85924729	NM_006433
2:86088311:86088311	NM_003896
2:86683642:86683642	NM_018433
2:86691250:86691250	NM_018433
2:86979093:86979093	NM_022780
2:87069431:87069431	NM_004931
2:87088964:87088964	NM_172213
2:87243501:87243501	NM_001032392
2:88387557:88387557	NM_198274
2:88396120:88396120	NM_198274
2:88396123:88396123	NM_198274
2:88396174:88396174	NM_198274
2:88407959:88407959	NM_198274
2:88409984:88409984	NM_198274
2:88472791:88472791	NM_018271
2:88828779:88828779	NM_152670
2:88874891:88874891	NM_004836
2:88879131:88879131	NM_004836
2:95537568:95537568	NM_144705
2:95537572:95537572	NM_144705
2:95537622:95537622	NM_144705
2:95947085:95947085	NM_001165978
2:96265165:96265165	NM_138800
2:96688929:96688929	NM_207328
2:96780716:96780716	NM_000682
2:96781853:96781853	NM_000682
2:96789787:96789787	NM_001002036
2:96795608:96795608	NM_001002036
2:96795714:96795714	NM_001002036
2:96795857:96795857	NM_001002036
2:96798305:96798305	NM_001002036
2:97808394:97808394	NM_001164315
2:97808510:97808510	NM_001164315
2:97817617:97817617	NM_001164315
2:97818261:97818261	NM_001164315
2:97818262:97818262	NM_001164315
2:97818264:97818264	NM_001164315
2:97827839:97827839	NM_001164315
2:97830179:97830179	NM_001164315
2:97833342:97833342	NM_001164315
2:97833466:97833466	NM_001164315
2:97845650:97845650	NM_001164315
2:97849219:97849219	NM_001164315
2:97860487:97860487	NM_001164315
2:97864333:97864333	NM_001164315
2:97864334:97864334	NM_001164315
2:97864374:97864374	NM_001164315
2:97873681:97873681	NM_001164315
2:97873682:97873682	NM_001164315
2:97877440:97877440	NM_001164315
2:97883087:97883087	NM_001164315
2:98274527:98274527	NM_005735
2:98844674:98844674	NM_144992
2:98853173:98853173	NM_144992
2:98928494:98928494	NM_144992
2:99149946:99149946	NM_001134224
2:99149946:99149946	NM_004027
2:99804642:99804642	NM_145212
2:99812070:99812070	NM_145212
2:100210074:100210074	NM_002285
2:100210642:100210642	NM_002285
2:100218080:100218080	NM_002285
2:100343557:100343557	NM_002285
2:101096960:101096960	NM_001011717
2:103001402:103001402	NM_003855
2:103095404:103095404	NM_001011552
2:105885961:105885961	NM_001142621
2:105885961:105885961	NM_004257
2:105915128:105915128	NM_001142621
2:105915128:105915128	NM_004257
2:105924510:105924510	NM_001142621
2:105924510:105924510	NM_004257
2:107073469:107073469	NM_001144013
2:107073501:107073501	NM_001144013
2:107423188:107423188	NM_032528
2:107423395:107423395	NM_032528
2:107450525:107450525	NM_032528
2:107450589:107450589	NM_032528
2:108443511:108443511	NM_182588
2:108455329:108455329	NM_182588
2:108475958:108475958	NM_182588
2:108479432:108479432	NM_182588
2:108479487:108479487	NM_182588
2:108487330:108487330	NM_182588
2:108488742:108488742	NM_182588
2:108489362:108489362	NM_182588
2:108496435:108496435	NM_182588
2:108608648:108608648	NM_021815
2:108863767:108863767	NM_001008743
2:109099572:109099572	NM_181453
2:109276221:109276221	NM_001193482
2:109276221:109276221	NM_001193484
2:109276221:109276221	NM_001193485
2:109276221:109276221	NM_001193488
2:109276221:109276221	NM_004987
2:109374952:109374952	NM_006267
2:109389463:109389463	NM_006267
2:109408208:109408208	NM_144978
2:109526969:109526969	NM_022336
2:110372192:110372192	NM_023016
2:111598958:111598958	NM_001142807
2:111850515:111850515	NM_001142807
2:112536264:112536264	NM_022662
2:112605302:112605302	NM_022662
2:112614429:112614429	NM_022662
2:113145814:113145814	NM_001164463
2:113251880:113251880	NM_153712
2:113404708:113404708	NM_005415
2:113498566:113498566	NM_152515
2:113520129:113520129	NM_152515
2:113537223:113537223	NM_000575
2:113590390:113590390	NM_000576
2:113671378:113671378	NM_014439
2:113671410:113671410	NM_014439
2:113763575:113763575	NM_014440
2:113831941:113831941	NM_173161
2:113831945:113831945	NM_173161
2:113887207:113887207	NM_173841
2:113890304:113890304	NM_173841
2:113956371:113956371	NM_012455
2:114220055:114220055	NM_172003
2:114256840:114256840	NM_012184
2:114256859:114256859	NM_012184
2:114256978:114256978	NM_012184
2:116510817:116510817	NM_001178037
2:116510817:116510817	NM_020868
2:116525960:116525960	NM_001178037
2:116525960:116525960	NM_020868
2:118583100:118583100	NM_006773
2:119915509:119915509	NM_182528
2:120125029:120125029	NM_001178041
2:120199140:120199140	NM_002980
2:120369300:120369300	NM_001271049
2:120439230:120439230	NM_030577
2:120885310:120885310	NM_020909
2:120980428:120980428	NM_024121
2:121726447:121726447	NM_005270
2:121746956:121746956	NM_005270
2:121747406:121747406	NM_005270
2:121747429:121747429	NM_005270
2:121981950:121981950	NM_014553
2:125192068:125192068	NM_130773
2:127453664:127453664	NM_002101
2:127809840:127809840	NM_139343
2:127826533:127826533	NM_139346
2:127953054:127953054	NM_001001665
2:128079806:128079806	NM_006609
2:128400608:128400608	NM_001161403
2:128464116:128464116	NM_018383
2:128608184:128608184	NM_004805
2:128757995:128757995	NM_024545
2:128870808:128870808	NM_020120
2:128878014:128878014	NM_020120
2:128934400:128934400	NM_020120
2:128939799:128939799	NM_020120
2:128939817:128939817	NM_020120
2:129026227:129026227	NM_004807
2:129075877:129075877	NM_004807
2:129075919:129075919	NM_004807
2:129075961:129075961	NM_004807
2:130738163:130738163	NM_032144
2:130897234:130897234	NM_207310
2:130899940:130899940	NM_207310
2:130902549:130902549	NM_207310
2:130925088:130925088	NM_017751
2:130949491:130949491	NM_207312
2:130951548:130951548	NM_207312
2:130951566:130951566	NM_207312
2:130951581:130951581	NM_207312
2:130951584:130951584	NM_207312
2:130951754:130951754	NM_207312
2:130951848:130951848	NM_207312
2:130951949:130951949	NM_207312
2:130952038:130952038	NM_207312
2:130952718:130952718	NM_207312
2:130952725:130952725	NM_207312
2:131221102:131221102	NM_001277406
2:131221170:131221170	NM_001277406
2:131221445:131221445	NM_001277406
2:131245713:131245713	NM_001277406
2:131266530:131266530	NM_001277406
2:131377707:131377707	NM_001277083
2:131414176:131414176	NM_001277083
2:131414394:131414394	NM_001277083
2:131414975:131414975	NM_001277083
2:131415008:131415008	NM_001277083
2:131487673:131487673	NM_207364
2:131976255:131976255	NM_001083538
2:132021629:132021629	NM_001083538
2:132237643:132237643	NM_080386
2:132237983:132237983	NM_080386
2:132240334:132240334	NM_080386
2:132288362:132288362	NM_001258304
2:132288362:132288362	NM_001258305
2:132288362:132288362	NM_138770
2:133174764:133174764	NM_001508
2:133174999:133174999	NM_001508
2:136546110:136546110	NM_002299
2:136555659:136555659	NM_002299
2:136561557:136561557	NM_002299
2:136575199:136575199	NM_002299
2:136594158:136594158	NM_002299
2:139429068:139429068	NM_007226
2:141032088:141032088	NM_018557
2:141116447:141116447	NM_018557
2:141130695:141130695	NM_018557
2:141267573:141267573	NM_018557
2:141274576:141274576	NM_018557
2:141571329:141571329	NM_018557
2:141751592:141751592	NM_018557
2:142567910:142567910	NM_018557
2:148716428:148716428	NM_181742
2:150432976:150432976	NM_015702
2:152132130:152132130	NM_004688
2:152138522:152138522	NM_004688
2:152139416:152139416	NM_004688
2:152424933:152424933	NM_001164507
2:152424933:152424933	NM_001164508
2:152424933:152424933	NM_001271208
2:152424933:152424933	NM_004543
2:152436012:152436012	NM_001164508
2:152490219:152490219	NM_001164508
2:152490458:152490458	NM_001164508
2:153378459:153378459	NM_052905
2:153405594:153405594	NM_052905
2:153435434:153435434	NM_052905
2:153468107:153468107	NM_052905
2:153476068:153476068	NM_052905
2:153476072:153476072	NM_052905
2:153533260:153533260	NM_017892
2:155711357:155711357	NM_002239
2:158157361:158157361	NM_014568
2:158443889:158443889	NM_001111032
2:158443889:158443889	NM_145259
2:158626980:158626980	NM_001105
2:158636910:158636910	NM_001105
2:159166069:159166069	NM_138803
2:159954175:159954175	NM_001145909
2:159954175:159954175	NM_033394
2:160019863:160019863	NM_001145909
2:160019863:160019863	NM_033394
2:160035207:160035207	NM_001145909
2:160035207:160035207	NM_033394
2:160084473:160084473	NM_001145909
2:160084473:160084473	NM_033394
2:160086654:160086654	NM_033394
2:160086692:160086692	NM_033394
2:160673526:160673526	NM_001198759
2:160676350:160676350	NM_001198759
2:160676427:160676427	NM_001198759
2:160710922:160710922	NM_001198759
2:160743040:160743040	NM_001198759
2:160808075:160808075	NM_001195641
2:160808075:160808075	NM_007366
2:160808076:160808076	NM_001195641
2:160808076:160808076	NM_007366
2:160901517:160901517	NM_001195641
2:160901517:160901517	NM_007366
2:162890108:162890108	NM_001935
2:162890142:162890142	NM_001935
2:162929979:162929979	NM_001935
2:163124051:163124051	NM_022168
